Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,is_first_party
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,"Edge Entertainment, Anima Project",False
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,Ubisoft Montreal,False
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,Unknown,False
Toxic Grind,XB,2002,Sports,THQ,0.02,0.0,0.0,0.0,0.02,Blue Shift,False
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Haemimont,False
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon,0.0,0.0,0.02,0.0,0.02,Unknown,False
ScrapLand,XB,2005,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,Mercury Steam,False
Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,Unknown,False
Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,Unknown,False
Geten no Hana,PSP,2013,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,Destineer,False
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,Gearbox Software,False
D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,FAKT Software,False
Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,Unknown,False
DiRT,PC,2007,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Codemasters,False
School Days LxH,PS2,2008,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,Unknown,False
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,"1C, 1C Company",False
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,Unknown,False
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,False
Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,5pb,False
Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,True
Ceville,PC,2009,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Boxed Dream,False
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,Falcom,False
Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,Avanquest Software,False
Chaos;Head Noah,PSP,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02,Flight-Plan,False
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,SNK,False
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,Lead Pursuit,False
Minna no Chizu 2,PSP,2007,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,Unknown,False
Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,Opus,False
Franklin's Great Adventures,DS,2006,Action,Game Factory,0.02,0.0,0.0,0.0,0.02,Neko Entertainment,False
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,NATSUME ATARI Inc.,False
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,Unknown,False
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.02,Activision,False
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,Unknown,False
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,Data Design Interactive,False
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,Starfish SD,False
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,Unknown,False
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02,"Punchline, Shirogumi",False
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,Point of View,False
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,PopCap,False
Freestyle Metal X,XB,2003,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,Unknown,False
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,Wizarbox,False
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,Unknown,False
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,"The Digital Lounge, Dino Dini",False
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,Smart Bomb Interactive,False
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
GT Legends,PC,2005,Racing,Atari,0.0,0.02,0.0,0.0,0.02,SimBin,False
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0.0,0.0,0.0,0.02,Game Machine Studios,False
Ukiyo no Roushi,PSV,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02,Unknown,False
Uta Kumi 575,PSV,2014,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,Unknown,False
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,"Capcom, QLOC",False
Kung Fu Panda,PC,2008,Action,Activision,0.0,0.02,0.0,0.0,0.02,Beenox,False
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,Unknown,False
Catan,DS,2009,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,Unknown,False
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,Kaos Studios,False
Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,HB Studios Multimedia,False
NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,Midway,False
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,Ubisoft Shanghai,False
Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02,Unknown,False
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,Pyro Studios,False
Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,Unknown,False
Lode Runner,DS,2006,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Konami,False
Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,High Voltage Software,False
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Unknown,False
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02,Unknown,False
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,PopCap,False
Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Unknown,False
Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,Unknown,False
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Namco Bandai Games America,False
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,Unknown,False
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Unknown,False
Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,False
Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,Mass Media,False
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Unknown,False
Test Drive Unlimited,PC,2007,Racing,Atari,0.0,0.02,0.0,0.0,0.02,Eden Studios,False
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02,Unknown,False
Saint,Wii,-1,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02,Opera House,False
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,Longtail Studios,False
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,Zig Zag,False
F1 Race Stars,PC,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Codemasters,False
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,0.0,0.0,0.02,0.0,0.02,Unknown,False
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,Infinity Ward,False
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,Unknown,False
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,Climax Group,False
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,Unknown,False
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,Unknown,False
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0.0,0.0,0.0,0.02,Microids,False
Akai Ito DS,DS,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,Unknown,False
Freedom Wings,DS,2006,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,Beluga Computer,False
Unreal Anthology,PC,2006,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,Various,False
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,Unknown,False
Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,Kat Games,False
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,Unknown,False
X3: Terran War Pack,PC,2012,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,Unknown,False
Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,Strawdog Studios,False
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Valve Software,False
Steal Princess,DS,-1,Platform,Unknown,0.02,0.0,0.0,0.0,0.02,Climax Entertainment,False
Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,Unknown,False
Azada,3DS,2012,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,Engine Software,False
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,Unknown,False
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Genroh,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,InterServ International,False
Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,From Software,False
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tale of a Hero,PC,2010,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02,Unknown,False
UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,Artificial Mind and Movement,False
Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,Deep Silver,False
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mind over Matter,DS,2010,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,505 Games,False
Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0.0,0.0,0.02,0.0,0.02,Unknown,False
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Unknown,False
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,Nikitova Games,False
Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02,505 Games,False
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,Teyon,False
Fuel,PC,2009,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Asobo Studio,False
The Settlers IV,PC,2001,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,Unknown,False
Ryu-koku,PS2,2006,Adventure,KID,0.0,0.0,0.02,0.0,0.02,Unknown,False
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,Trendy Entertainment,False
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02,Unknown,False
GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,True
Group S Challenge,XB,2003,Racing,Capcom,0.02,0.0,0.0,0.0,0.02,Capcom,False
Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,Deep Silver,False
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,Unknown,False
Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Dragon's Lair,DS,2010,Platform,Destineer,0.02,0.0,0.0,0.0,0.02,"United Coders, Wizardry Engineering",False
Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,"Climax Group, Climax Studios",False
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,DTP Entertainment,False
Cities in Motion Collection,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,Paradox Interactive,False
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,Unknown,False
Terminator 3: The Redemption,GC,2004,Shooter,Atari,0.02,0.0,0.0,0.0,0.02,Paradigm Entertainment,False
Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,Melesta,False
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mario Tennis,3DS,-1,Sports,Unknown,0.0,0.0,0.02,0.0,0.02,Unknown,False
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02,Unknown,False
Pebble Beach Golf Links,SAT,1994,Sports,Sega,0.0,0.0,0.02,0.0,0.02,Unknown,False
Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02,Jack of All Games,False
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,Unknown,False
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,Black Lantern Studios,False
Indigo Prophecy,PC,2005,Adventure,Atari,0.0,0.02,0.0,0.0,0.02,Quantic Dream,False
Overlord,PC,2007,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,Triumph Studios,False
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Unknown,False
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,EA LA,False
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Vicarious Visions,False
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02,Unknown,False
Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,Unknown,False
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,Alternative Software,False
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,EA Canada,False
Quake 4,PC,2005,Shooter,Activision,0.0,0.02,0.0,0.0,0.02,Raven Software,False
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,Acclaim Studios Cheltenham,False
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02,Unknown,False
Max Payne,PC,2001,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,Remedy Entertainment,False
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0.0,0.0,0.02,Empire Oxford,False
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,"Mediascape, CUBETYPE",False
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,Visual Impact,False
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Unknown,False
So Blonde,PC,2008,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,Unknown,False
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,"Atari, Atari SA",False
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,Unknown,False
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0.0,0.0,0.02,0.0,0.02,Unknown,False
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02,Racjin,False
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Guess the Logos,XB,2004,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02,Unknown,False
Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0.0,0.0,0.02,Unknown,False
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,0.0,0.0,0.02,0.0,0.02,Unknown,False
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,Unknown,False
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0.0,0.02,0.0,0.0,0.02,Unknown,False
Homeworld,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,Relic,False
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,Telltale Games,False
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,Rebellion,False
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Unknown,False
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,Unknown,False
Casper: Spirit Dimensions,GC,2002,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,Lucky Chicken,False
Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,Unknown,False
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,Unknown,False
Paragon,PS4,2016,Action,Epic Games,0.02,0.0,0.0,0.0,0.02,Epic Games,False
Order of War,PC,2009,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,Wargaming.net,False
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02,Eutechnyx,False
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,Unknown,False
Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Unknown,False
Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02,Easy Interactive,False
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,Unknown,False
Robotics;Notes,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Unknown,False
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,JoWooD Entertainment AG,False
Sacred Gold,PC,2005,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02,Ascaron Entertainment GmbH,False
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Unknown,False
T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0.0,0.0,0.0,0.02,Storm City Games,False
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02,SNK Playmore,False
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,Unknown,False
